Index,Artist,Song Name,Streams,Release Date,Genre,Loudness,Popularity,Danceability,Tempo,Energy,Chord,Duration (ms)
179,Queen,Another One Bites The Dust - Remastered 2011,5204983,1980-06-27,"['classic rock', 'glam rock', 'rock']",-6.472,74.0,0.933,109,0.528,F,214653
180,"Drake, WizKid, Kyla",One Dance,5178490,2016-05-06,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",-5.609,84.0,0.792,103,0.625,C#/Db,173987
181,Harry Styles,Adore You,5166847,2019-12-13,"['pop', 'post-teen pop']",-3.675,84.0,0.676,99,0.771,G#/Ab,207133
182,Sarah Cothran,As the World Caves In,5145493,2021-06-10,[],-6.836,71.0,0.422,124,0.25,C,161613
183,Walker Hayes,Fancy Like,5145432,2021-06-04,"['contemporary country', 'country', 'country road', 'modern country rock']",-6.487,83.0,0.649,80,0.76,C#/Db,161853
184,Rauw Alejandro,CÃºrame,5104206,2021-06-25,"['puerto rican pop', 'trap latino']",-3.599,85.0,0.765,102,0.625,A,164706
185,John Legend,All of Me,5103014,2013-08-30,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",-7.064,84.0,0.422,119,0.264,G#/Ab,269560
186,Polo G,Martin & Gina,5098609,2020-05-15,['chicago rap'],-7.813,85.0,0.832,93,0.534,C#/Db,132833
187,Pop Smoke,Dior,5092354,2019-07-26,['brooklyn drill'],-5.732,83.0,0.548,142,0.805,G,216387
188,Saweetie,Best Friend (feat. Doja Cat),5090062,2021-01-07,"['cali rap', 'dance pop', 'pop', 'pop rap', 'trap queen']",-4.12,83.0,0.84,94,0.766,E,155884
189,The Weeknd,The Hills,5068864,2015-08-28,"['canadian contemporary r&b', 'canadian pop', 'pop']",-7.063,84.0,0.585,113,0.564,C,242253
190,SZA,Good Days,5065132,2020-12-25,"['pop', 'pop rap', 'r&b']",-8.37,84.0,0.436,121,0.655,C#/Db,279204
191,"Anne-Marie, Little Mix",Kiss My (Uh Oh),5063181,2021-07-23,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",-3.639,78.0,0.638,103,0.878,F,176800
192,Bad Bunny,De Museo,5016125,2021-07-06,"['latin', 'reggaeton', 'trap latino']",-10.618,83.0,0.592,132,0.494,E,209771
193,Ariana Grande,7 rings,5002227,2019-02-08,"['dance pop', 'pop', 'post-teen pop']",-10.732,85.0,0.778,140,0.317,C#/Db,178627
194,"Blxst, Tyga",Chosen (feat. Ty Dolla $ign),4992405,2020-12-04,[],-5.16,84.0,0.571,93,0.767,D,161684
195,"MC Zaquin, MC Rick",NÃ£o Nasceu pra Namorar,4978559,2021-02-25,"['funk bh', 'funk carioca']",-4.075,84.0,0.525,83,0.448,C#/Db,140308
196,"Topic, A7S",Breaking Me,4977498,2019-12-19,"['dance pop', 'edm', 'german dance', 'pop dance', 'pop edm', 'tropical house']",-5.652,84.0,0.789,122,0.72,G#/Ab,166794
197,LuÃ­sa Sonza,penhasco.,4973937,2021-07-18,"['funk carioca', 'pop nacional']",-8.56,80.0,0.43,77,0.467,G#/Ab,186121
198,Roddy Ricch,Late At Night,4954899,2021-06-04,"['melodic rap', 'rap', 'trap']",-11.254,84.0,0.643,98,0.403,C#/Db,174682
199,Dave,Verdansk,4950275,2021-07-22,['uk hip hop'],-8.605,77.0,0.961,117,0.502,D,182285
200,Eminem,The Real Slim Shady,4948965,2000-05-23,"['detroit hip hop', 'hip hop', 'rap']",-4.244,84.0,0.949,104,0.661,F,284200
201,Pop Smoke,Tell The Vision (feat. Kanye West & Pusha T),8859168,2021-07-31,['brooklyn drill'],-8.302,57.0,0.662,143,0.686,G,215000
202,Pop Smoke,Woo Baby (feat. Chris Brown),7371935,2021-07-31,['brooklyn drill'],-7.226,56.0,0.563,99,0.672,A,156000
203,"Trippie Redd, Lil Uzi Vert",Holy Smokes,6464206,2021-07-16,"['melodic rap', 'rap', 'trap']",-6.967,79.0,0.437,187,0.527,F#/Gb,181714
204,Pop Smoke,More Time,6238351,2021-07-31,['brooklyn drill'],-8.377,55.0,0.628,145,0.581,D,120828
205,Pop Smoke,Coupe,6161664,2021-07-31,['brooklyn drill'],-7.476,54.0,0.912,135,0.589,G#/Ab,123549
206,KSI,Holiday,5883145,2021-06-18,['uk hip hop'],-7.347,81.0,0.356,87,0.684,G#/Ab,193733
207,Pop Smoke,Manslaughter (feat. Rick Ross & The-Dream),5822266,2021-07-31,['brooklyn drill'],-7.331,55.0,0.441,78,0.623,C#/Db,249231
208,Pop Smoke,Genius (feat. Lil Tjay & Swae Lee),5702636,2021-07-31,['brooklyn drill'],-7.524,53.0,0.723,143,0.667,D,208112
209,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),5696113,2021-06-25,"['hip hop', 'rap']",-5.666,84.0,0.493,142,0.653,C,121573
210,Pashanim,Sommergewitter,5627519,2021-06-24,"['german alternative rap', 'german drill', 'german hip hop', 'german trap']",-10.569,84.0,0.787,91,0.531,B,138533
211,"Tion Wayne, Russ Millions","Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",5383125,2021-04-22,['london rap'],-8.043,84.0,0.883,141,0.674,B,278085
212,Pop Smoke,Brush Em (feat. Rah Swish),5335271,2021-07-31,['brooklyn drill'],-6.59,54.0,0.654,71,0.724,D#/Eb,150449
213,"Nio Garcia, Flow La Movie",AM,5288927,2021-01-28,"['latin', 'reggaeton', 'trap latino']",-6.416,85.0,0.83,171,0.517,F#/Gb,182496
214,"BLANCO, Sfera Ebbasta",MI FAI IMPAZZIRE,5242097,2021-06-17,"['italian hip hop', 'italian pop']",-4.87,83.0,0.477,169,0.844,B,220235
215,Regard,Ride It,5235088,2019-07-26,"['dance pop', 'edm', 'pop dance', 'pop edm', 'slap house', 'tropical house']",-4.258,84.0,0.88,117,0.751,G,157606
216,Billie Eilish,Lost Cause,5203319,2021-08-12,[],-8.494,0.0,0.671,75,0.336,A#/Bb,212496
217,John Mayer,Shot in the Dark,5173308,2021-07-16,"['neo mellow', 'pop rock', 'singer-songwriter']",-9.184,76.0,0.741,122,0.556,D,249080
218,Imagine Dragons,Wrecked,5150909,2021-07-02,"['modern rock', 'pop', 'rock']",-5.82,83.0,0.626,93,0.56,C,244005
219,"Mc Davi, Mc Pedrinho, Mc Don Juan",Bipolar,5116589,2021-04-09,"['funk carioca', 'funk ostentacao', 'funk paulista']",-7.791,84.0,0.601,124,0.36,A,276480
220,Internet Money,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",5110475,2021-05-13,"['pop rap', 'rap', 'trap']",-5.218,84.0,0.792,134,0.707,G,224042
221,Imagine Dragons,Follow You,5097187,2021-03-12,"['modern rock', 'pop', 'rock']",-5.956,84.0,0.542,124,0.732,A,175644
222,Dua Lipa,We're Good,6318660,2021-02-11,"['dance pop', 'pop', 'uk pop']",-5.932,83.0,0.722,134,0.588,F#/Gb,165507
223,BTS,Life Goes On,6142975,2020-11-20,"['k-pop', 'k-pop boy group']",-5.733,84.0,0.566,81,0.716,C#/Db,207481
224,Sech,911,6111108,2021-07-09,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",-3.728,89.0,0.816,93,0.71,G,208631
225,Selena Gomez,Baila Conmigo (with Rauw Alejandro),5588217,2021-03-12,"['dance pop', 'pop', 'post-teen pop']",-7.132,84.0,0.823,149,0.544,F,186088
226,Bas,The Jackie (with J. Cole & Lil Tjay),5454994,2021-07-09,"['hip hop', 'pop rap', 'queens hip hop', 'rap', 'sudanese pop', 'underground hip hop']",-6.139,76.0,0.784,128,0.474,G#/Ab,204434
227,Olivia Rodrigo,hope ur ok,5435614,2021-05-21,['pop'],-12.181,84.0,0.443,77,0.298,C,209560
228,"Israel & Rodolffo, Wesley SafadÃ£o",Faz Amor Comigo SÃ³ Hoje - Ao Vivo,5269757,2021-05-26,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",-4.628,82.0,0.624,164,0.922,C#/Db,148228
229,TWICE,Alcohol-Free,5259503,2021-06-11,"['k-pop', 'k-pop girl group']",-1.992,82.0,0.688,97,0.909,G#/Ab,210573
230,BIA,WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,5186354,2021-07-09,"['escape room', 'r&b', 'rap latina', 'trap queen']",-5.301,80.0,0.893,81,0.463,C#/Db,229601
231,"Kane Brown, blackbear",Memory,5173178,2021-07-09,"['contemporary country', 'country road']",-5.684,80.0,0.434,113,0.889,A,153338
232,"Alex Rose, Rauw Alejandro",Me Fije,5068677,2021-03-18,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",-4.039,83.0,0.76,172,0.674,G,202307
233,"Dj Guuga, DJ Ivis","Volta BebÃª, Volta NenÃ©m",5041120,2021-03-27,"['funk carioca', 'funk paulista', 'rave funk']",-3.612,79.0,0.583,164,0.918,F#/Gb,172973
234,"Maluma, BeÃ©le, Rauw Alejandro, Mambo Kingz, DJ Luian, Darell",Aloha,5036030,2021-03-05,"['latin', 'reggaeton', 'reggaeton colombiano']",-5.757,84.0,0.807,100,0.712,C#/Db,241659
235,Rauw Alejandro,Sexo Virtual,4975786,2021-06-25,"['puerto rican pop', 'trap latino']",-3.286,82.0,0.704,179,0.739,G#/Ab,208292
236,"The Chainsmokers, Halsey",Closer,4954679,2016-07-29,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",-5.599,84.0,0.748,95,0.524,G#/Ab,244960
237,Oasis,Wonderwall - Remastered,4938180,1995,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",-4.097,78.0,0.375,174,0.893,D,258773
238,Brent Faiyaz,Wasting Time ( feat. Drake ),6731106,2021-07-01,"['dmv rap', 'pop', 'r&b', 'rap']",-3.751,78.0,0.652,89,0.717,G,301304
239,Doja Cat,I Don't Do Drugs (feat. Ariana Grande),5912293,2021-06-25,"['dance pop', 'pop']",-5.737,80.0,0.683,77,0.615,F,188893
240,Big Red Machine,Renegade (feat. Taylor Swift),5876058,2021-07-02,"['eau claire indie', 'folktronica']",-8.121,77.0,0.532,167,0.708,C,254467
241,"Tyler, The Creator",JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),5392334,2021-06-25,"['hip hop', 'rap']",-7.949,80.0,0.827,142,0.571,B,146419
242,Bo Burnham,All Eyes On Me,5347263,2021-06-10,['comic'],-10.131,81.0,0.352,127,0.424,F#/Gb,302951
243,DJ Khaled,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),5321544,2021-04-30,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",-4.053,83.0,0.477,150,0.727,D,236524
244,StarBoi3,Dick (feat. Doja Cat),5258628,2021-04-23,[],-6.831,83.0,0.647,125,0.608,A,175238
245,Lorde,Solar Power,5234112,2021-06-10,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop', 'post-teen pop']",-9.405,81.0,0.735,87,0.47,E,192621
246,Billie Eilish,Your Power,5135380,2021-07-30,"['electropop', 'pop']",-14.025,81.0,0.632,129,0.284,A,245897
247,Shirin David,Lieben wir,5029898,2021-07-01,"['frauenrap', 'german hip hop', 'german pop']",-7.62,77.0,0.871,95,0.669,A#/Bb,155363
248,CJ,Whoopty,5013017,2020-08-20,['nyc rap'],-7.6,81.0,0.719,140,0.648,D#/Eb,123263
249,Israel & Rodolffo,Batom de Cereja - Ao Vivo,5011753,2021-01-29,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",-6.201,83.0,0.606,171,0.908,F#/Gb,140942
250,Miley Cyrus,Prisoner (feat. Dua Lipa),5005018,2020-11-20,"['dance pop', 'pop', 'post-teen pop']",-3.912,79.0,0.781,127,0.67,D#/Eb,169333
251,Gym Class Heroes,Stereo Hearts (feat. Adam Levine),4992345,2011-11-11,"['dance pop', 'pop rap']",-3.293,82.0,0.646,89,0.795,A,210960
252,"Rauw Alejandro, Anuel AA",Reloj,4980155,2020-10-22,"['puerto rican pop', 'trap latino']",-2.639,79.0,0.823,175,0.537,G#/Ab,231595
253,sangiovanni,malibu,4973063,2021-05-13,[],-5.123,82.0,0.733,147,0.736,G,166216
254,"Bizarrap, Eladio Carrion","Eladio Carrion: Bzrp Music Sessions, Vol. 40",4965913,2021-06-09,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino']",-6.455,81.0,0.783,117,0.524,F,164896
255,Arctic Monkeys,Do I Wanna Know?,4938586,2013-09-09,"['garage rock', 'permanent wave', 'rock', 'sheffield indie']",-7.596,84.0,0.548,85,0.532,F,272394
256,"Tyler, The Creator",LUMBERJACK,11756283,2021-06-25,"['hip hop', 'rap']",-6.341,76.0,0.386,170,0.762,A,138312
257,"Tyler, The Creator",LEMONHEAD (feat. 42 Dugg),11380679,2021-06-25,"['hip hop', 'rap']",-6.612,78.0,0.62,137,0.586,C#/Db,130980
258,"Tyler, The Creator",HOT WIND BLOWS (feat. Lil Wayne),9889197,2021-06-25,"['hip hop', 'rap']",-5.382,77.0,0.371,173,0.75,G,155293
259,"Tyler, The Creator",CORSO,9503981,2021-06-25,"['hip hop', 'rap']",-4.851,77.0,0.703,97,0.845,A#/Bb,146482
260,"Tyler, The Creator",SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),9142721,2021-06-25,"['hip hop', 'rap']",-4.912,79.0,0.468,140,0.652,C,588139
261,"Tyler, The Creator",SIR BAUDELAIRE (feat. DJ Drama),8884283,2021-06-25,"['hip hop', 'rap']",-6.115,75.0,0.467,127,0.635,G,88625
262,"Tyler, The Creator",MASSA,8218423,2021-06-25,"['hip hop', 'rap']",-6.724,74.0,0.685,157,0.855,C#/Db,223719
263,"Tyler, The Creator",RUNITUP (feat. Teezo Touchdown),7917707,2021-06-25,"['hip hop', 'rap']",-7.778,75.0,0.665,115,0.469,A#/Bb,229565
264,"Tyler, The Creator",MANIFESTO (feat. Domo Genesis),6988886,2021-06-25,"['hip hop', 'rap']",-5.348,73.0,0.454,92,0.866,D,175123
265,Doja Cat,Get Into It (Yuh),6503281,2021-06-25,"['dance pop', 'pop']",-6.029,80.0,0.912,91,0.655,G#/Ab,138293
266,"Tyler, The Creator",WILSHIRE,6268542,2021-06-25,"['hip hop', 'rap']",-7.446,73.0,0.555,78,0.712,C#/Db,515865
267,"Tyler, The Creator",RISE! (feat. DAISY WORLD),6034281,2021-06-25,"['hip hop', 'rap']",-3.367,73.0,0.766,108,0.814,D,203588
268,Doja Cat,Naked,5527865,2021-06-25,"['dance pop', 'pop']",-5.736,75.0,0.733,111,0.862,G,223560
269,Migos,Having Our Way (feat. Drake),5424579,2021-06-11,"['atl hip hop', 'pop rap', 'rap', 'trap']",-3.917,79.0,0.927,125,0.538,C#/Db,278191
270,Doja Cat,Payday (feat. Young Thug),5393789,2021-06-25,"['dance pop', 'pop']",-5.791,73.0,0.619,168,0.707,C#/Db,212947
271,Doja Cat,Been Like This,5362817,2021-06-25,"['dance pop', 'pop']",-5.029,74.0,0.678,99,0.531,A#/Bb,177373
272,"Fedez, Achille Lauro",MILLE (feat. Orietta Berti),5341887,2021-06-11,"['italian adult pop', 'italian pop']",-4.297,82.0,0.527,184,0.764,D,175924
273,"J Balvin, Dua Lipa, Bad Bunny",UN DIA (ONE DAY) (Feat. Tainy),5203364,2020-07-24,"['latin', 'reggaeton', 'reggaeton colombiano']",-8.234,83.0,0.571,168,0.693,F#/Gb,232253
274,"Jawsh 685, Jason Derulo",Savage Love (Laxed - Siren Beat),5108950,2020-06-11,['nz pop'],-8.52,82.0,0.767,150,0.481,C,171375
275,"Crissin, Totoy El Frio, Natan & Shander",Poblado,6893939,2021-06-18,"['latin', 'reggaeton', 'reggaeton colombiano']",-5.382,89.0,0.813,93,0.809,D#/Eb,393280
276,Boza,Hecha Pa' Mi,6308369,2020-07-31,['reggaeton'],-5.013,83.0,0.725,100,0.756,E,186133
277,"Tate McRae, Khalid",working,5666770,2021-06-17,"['alt z', 'dance pop', 'pop', 'post-teen pop']",-7.78,80.0,0.783,106,0.435,G,210220
278,Soso Maness,Petrouchka (feat. PLK),5511544,2021-06-04,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']",-4.818,79.0,0.624,133,0.802,F#/Gb,189933
279,J. Cole,p r i d e . i s . t h e . d e v i l (with Lil Baby),5430260,2021-05-14,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",-7.867,82.0,0.861,88,0.656,E,218210
280,J. Cole,m y . l i f e (with 21 Savage & Morray),5246577,2021-05-14,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",-7.026,82.0,0.597,140,0.587,G,218802
281,XXXTENTACION,Jocelyn Flores,5220422,2017-08-25,"['emo rap', 'miami hip hop']",-9.144,84.0,0.872,134,0.391,C,119133
282,Polo G,No Return (with The Kid LAROI & Lil Durk),5189427,2021-06-11,['chicago rap'],-7.336,80.0,0.479,155,0.645,F,168729
283,Roddy Ricch,The Box,5145099,2019-12-06,"['melodic rap', 'rap', 'trap']",-6.687,84.0,0.896,116,0.586,A#/Bb,196653
284,Nathan Evans,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,5124606,2021-01-21,[],-3.255,83.0,0.722,119,0.893,C,116750
285,Macklemore & Ryan Lewis,Can't Hold Us - feat. Ray Dalton,5085147,2012-10-09,"['modern rock', 'pop rap', 'seattle hip hop']",-4.457,83.0,0.641,146,0.922,D,258343
286,Justin Bieber,Anyone,5079587,2021-08-13,[],-8.026,0.0,0.686,115,0.538,D,190779
287,Machine Gun Kelly,my ex's best friend (with blackbear),5048079,2020-09-25,"['ohio hip hop', 'pop rap']",-5.134,83.0,0.731,124,0.675,F,139461
288,Bruno Mars,Just the Way You Are,5043647,2010-10-05,"['dance pop', 'pop', 'post-teen pop']",-5.413,80.0,0.637,109,0.843,F,220733
289,Travis Scott,HIGHEST IN THE ROOM,4975720,2019-10-04,"['rap', 'slap house']",-8.764,84.0,0.598,76,0.427,G,175721
290,Dua Lipa,Break My Heart,4971176,2020-03-27,"['dance pop', 'pop', 'uk pop']",-3.434,80.0,0.73,113,0.729,E,221820
291,Drake,Laugh Now Cry Later (feat. Lil Durk),4916860,2020-08-14,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",-8.871,83.0,0.761,133,0.518,C,261493
292,Martin Garrix,We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song,4912036,2021-05-13,"['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house']",-4.619,82.0,0.66,119,0.733,C,217000
293,"Rochy RD, Myke Towers, Nicki Nicole",Ella No Es Tuya - Remix,4911162,2021-02-03,"['dembow', 'dominican pop', 'rap dominicano', 'trap latino']",-4.132,82.0,0.585,97,0.611,F#/Gb,218107
294,Linkin Park,In the End,4910070,2000-10-24,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",-5.87,83.0,0.556,105,0.864,D#/Eb,216880
295,J. Cole,No Role Modelz,4904401,2014-12-09,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",-8.465,84.0,0.692,100,0.521,A#/Bb,292987
296,Travis Scott,SICKO MODE,4898977,2018-08-03,"['rap', 'slap house']",-3.714,84.0,0.834,155,0.73,G#/Ab,312820
297,"The Chainsmokers, Coldplay",Something Just Like This,4862683,2017-04-07,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",-6.769,82.0,0.617,103,0.635,B,247160
298,"Regard, Troye Sivan, Tate McRae",You,4846549,2021-04-16,"['dance pop', 'edm', 'pop dance', 'pop edm', 'slap house', 'tropical house']",-5.6,83.0,0.691,106,0.695,C,233386
299,Migos,Straightenin,7615531,2021-05-14,"['atl hip hop', 'pop rap', 'rap', 'trap']",-5.81,77.0,0.847,135,0.629,A,255532
300,Polo G,GANG GANG (with Lil Wayne),7506580,2021-05-21,['chicago rap'],-8.066,78.0,0.752,145,0.563,D#/Eb,178776
301,Polo G,Black Hearted,6989528,2021-06-11,['chicago rap'],-7.664,75.0,0.506,168,0.563,C#/Db,190509
302,Maroon 5,Lost,6410263,2021-06-11,"['pop', 'pop rock']",-6.553,79.0,0.766,142,0.706,G,172598
303,Migos,Avalanche,6323268,2021-06-11,"['atl hip hop', 'pop rap', 'rap', 'trap']",-8.231,71.0,0.917,126,0.623,C#/Db,206272
304,Ava Max,My Head & My Heart,5470147,2020-09-18,"['dance pop', 'pop']",-3.709,83.0,0.614,116,0.934,A,174760
305,Migos,Malibu (feat. Polo G),5456648,2021-06-11,"['atl hip hop', 'pop rap', 'rap', 'trap']",-6.836,72.0,0.831,155,0.719,A#/Bb,248652
306,"Black Eyed Peas, Shakira",GIRL LIKE ME,5395181,2020-11-02,"['dance pop', 'pop', 'pop rap']",-8.784,82.0,0.965,124,0.485,D,222523
307,Polo G,Clueless (with Pop Smoke & Fivio Foreign),5335308,2021-06-11,['chicago rap'],-6.217,74.0,0.734,140,0.712,F#/Gb,165405
308,Migos,Modern Day,5322745,2021-06-11,"['atl hip hop', 'pop rap', 'rap', 'trap']",-7.598,78.0,0.87,134,0.629,B,241790
309,Billie Eilish,Therefore I Am,5265630,2021-08-13,[],-7.773,0.0,0.889,94,0.34,B,174321
310,Bad Bunny,TE MUDASTE,5242347,2020-11-27,"['latin', 'reggaeton', 'trap latino']",-4.835,82.0,0.811,92,0.637,A#/Bb,130014
311,MC Kevin o Chris,Tipo Gin - Ao Vivo,5155238,2021-04-09,"['funk 150 bpm', 'funk carioca']",-4.49,81.0,0.75,94,0.668,C,159147
312,Coldplay,Higher Power,5142982,2021-08-13,[],-6.023,0.0,0.507,178,0.828,A#/Bb,211295
313,Lil Nas X,SUN GOES DOWN,5125477,2021-05-21,"['lgbtq+ hip hop', 'pop rap']",-6.798,80.0,0.551,174,0.636,D,168276
314,Polo G,Painting Pictures,5119845,2021-06-11,['chicago rap'],-8.05,72.0,0.522,78,0.466,D#/Eb,137692
315,Lady Gaga,Rain On Me (with Ariana Grande),5041656,2020-05-22,"['dance pop', 'pop', 'post-teen pop']",-3.764,79.0,0.672,123,0.855,A,182200
316,"Lil Baby, Lil Durk",Hats Off (feat. Travis Scott),7324233,2021-06-04,"['atl hip hop', 'atl trap', 'rap', 'trap']",-5.167,81.0,0.596,133,0.65,A,257428
317,John Mayer,Last Train Home,6439718,2021-07-16,"['neo mellow', 'pop rock', 'singer-songwriter']",-6.612,75.0,0.591,93,0.831,E,187307
318,"Lil Baby, Lil Durk",Voice of the Heroes,6249801,2021-06-04,"['atl hip hop', 'atl trap', 'rap', 'trap']",-5.167,81.0,0.596,133,0.65,A,257428
319,"TOMORROW X TOGETHER, Seori",0X1=LOVESONG (I Know I Love you),6040553,2021-05-31,"['k-pop', 'k-pop boy group']",-4.925,81.0,0.584,104,0.836,C,202204
320,J. Cole,a m a r i,5645966,2021-05-14,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",-6.173,79.0,0.725,65,0.713,E,148421
321,Lil Tecca,NEVER LEFT,5552212,2021-05-06,"['melodic rap', 'rap', 'trap']",-6.92,82.0,0.807,82,0.659,B,168727
322,"Young Stoner Life, Young Thug, Gunna",Solid (feat. Drake),5347781,2021-04-16,"['rap', 'trap']",-9.358,82.0,0.887,125,0.485,B,215693
323,"Manuel Turizo, Rauw Alejandro, Myke Towers",La Nota,5300884,2020-10-08,"['colombian pop', 'latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",-4.939,79.0,0.736,92,0.632,B,216107
324,Harry Styles,Golden,5298893,2019-12-13,"['pop', 'post-teen pop']",-5.257,83.0,0.448,139,0.838,E,208907
325,MÃ¥neskin,CORALINE,5241813,2021-03-19,"['indie rock italiano', 'italian pop']",-4.939,81.0,0.363,162,0.678,D,300413
326,KAROL G,BICHOTA,5201714,2021-08-13,[],-4.158,0.0,0.863,163,0.666,C#/Db,178947
327,Ashnikko,Slumber Party (feat. Princess Nokia),5113574,2021-01-15,"['electropop', 'escape room', 'pop']",-8.981,82.0,0.964,105,0.398,B,178405
328,Eminem,Killer (feat. Jack Harlow & Cordae) - Remix,5404939,2021-05-28,"['detroit hip hop', 'hip hop', 'rap']",-6.125,76.0,0.924,99,0.73,B,236666
329,"Alok, Mc Don Juan, Dj GBR",Liberdade (Quando o Grave Bate Forte),5378350,2020-12-18,"['electro house', 'pop nacional', 'slap house']",-4.032,80.0,0.81,129,0.789,F#/Gb,150462
330,Juice WRLD,All Girls Are The Same,5372180,2018-12-10,"['chicago rap', 'melodic rap']",-7.226,83.0,0.671,161,0.529,C,165820
331,Juice WRLD,734,5368759,2021-05-28,"['chicago rap', 'melodic rap']",-3.93,75.0,0.663,78,0.545,D,196147
332,BTS,Boy With Luv (feat. Halsey),5266625,2019-04-12,"['k-pop', 'k-pop boy group']",-4.757,82.0,0.645,119,0.862,B,229773
333,"Malu, DJ Lucas Beat",Disco Arranhado - Funk Remix,5207186,2021-01-22,[],-2.564,80.0,0.747,129,0.725,D,125558
334,Eminem,Godzilla (feat. Juice WRLD),5143522,2020-01-17,"['detroit hip hop', 'hip hop', 'rap']",-5.26,83.0,0.808,165,0.745,A#/Bb,210800
335,Lil Mosey,Blueberry Faygo,5085511,2020-02-07,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']",-7.909,79.0,0.774,99,0.554,C,162547
336,"Gotye, Kimbra",Somebody That I Used To Know,5068972,2011-01-01,['australian pop'],-7.036,76.0,0.864,129,0.495,C,244973
337,Justin Bieber,Holy (feat. Chance The Rapper),5063015,2020-09-18,"['canadian pop', 'pop', 'post-teen pop']",-8.056,81.0,0.673,86,0.704,F#/Gb,212093
338,"Mc Poze do Rodo, Neo Beats, Mainstreet",Vida Louca,5051514,2021-04-02,"['funk carioca', 'funk ostentacao']",-5.79,82.0,0.852,92,0.62,F#/Gb,155676
